targets
"{""oprNum"":""4dea5fff-b5e1-4c35-8744-a8dc1d225e7d"",""arr"":[{""position"":[829,878,1006,886,934,1023,721,1013,824,701,1006,706,933,813,717,807]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""a5f39016-05f4-4cb4-9d54-486741c746a6"",""arr"":[{""position"":[462,902,610,907,527,1004,347,996,464,737,610,742,525,831,345,822]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""1ec6e43c-d230-4aa8-be68-cac65542131a"",""arr"":[{""position"":[645,748,784,754,689,863,517,855,645,630,782,633,686,723,514,716]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""4ec32896-b8c5-45a9-9ad3-04025f99b8e9"",""arr"":[{""position"":[758,640,879,644,825,716,694,713,758,528,877,529,823,586,691,586]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""92ba0e36-3eee-4c65-835c-9e7b8b8099e7"",""arr"":[{""position"":[391,575,290,573,348,536,440,538,389,473,288,473,345,448,438,449]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""db1569ff-48fd-4571-84b5-7452734f9b3b"",""arr"":[{""position"":[1214,710,1357,716,1357,803,1187,797,1217,585,1362,588,1362,656,1190,651]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""a386417d-92aa-49e4-b301-648970b75b10"",""arr"":[{""position"":[1455,593,1571,593,1600,639,1473,638,1457,498,1573,498,1603,529,1476,529]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""43587e7d-4a28-47a4-b2b3-66d65dbf4241"",""arr"":[{""position"":[1526,850,1707,850,1728,954,1557,954,1530,707,1712,707,1734,802,1560,801]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""5f9090b1-7cff-4283-bc48-5393e47e1597"",""arr"":[{""position"":[1237,568,1345,568,1356,607,1234,607,1238,466,1347,466,1356,495,1234,494]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""f44bcea7-bf02-45ed-afdd-3367ffd951ed"",""arr"":[{""position"":[197,526,110,525,168,499,242,501,195,445,108,445,167,431,240,432]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""135319d4-75db-4769-87cd-b814a8ebd321"",""arr"":[{""position"":[1019,505,1108,505,1121,528,1028,529,1019,427,1109,426,1120,447,1028,448]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""6fd2b76b-9219-4395-97ca-23a760307aee"",""arr"":[{""position"":[483,369,367,375,382,304,492,298,482,251,365,257,379,223,492,220]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""f313f7ca-a26c-40a9-9bcd-05e0358462ac"",""arr"":[{""position"":[1365,480,1451,480,1475,516,1381,515,1365,407,1452,406,1476,434,1381,435]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""4fe85d34-a106-4014-96a5-2c55beccfc91"",""arr"":[{""position"":[1166,444,1256,442,1272,467,1182,467,1165,364,1256,364,1272,384,1182,384]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""964c5f9c-020b-47c1-8746-6824229f0973"",""arr"":[{""position"":[1690,343,1533,342,1571,261,1693,261,1694,178,1536,178,1573,144,1697,146]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""d10300d7-4a71-4409-a79d-a77c5dc2298f"",""arr"":[{""position"":[1268,413,1390,414,1424,437,1312,435,1270,276,1392,277,1425,281,1313,280]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""77ab2486-4b1f-4349-b756-066b3b4bc89c"",""arr"":[{""position"":[677,328,607,327,601,319,680,319,677,257,607,255,600,251,680,252]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""a7992ae6-82c9-4073-9f3f-9eaa9ed38a1e"",""arr"":[{""position"":[1137,338,1105,335,1132,323,1165,324,1137,252,1106,250,1132,246,1166,248]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""a8c4e283-278b-428b-98c7-1873994fe013"",""arr"":[{""position"":[594,337,566,338,570,321,608,319,594,236,565,237,569,239,607,238]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""bde6ed1c-aee4-426e-ba19-ebcb6824ad11"",""arr"":[{""position"":[993,419,1068,418,1076,437,994,437,993,353,1068,352,1074,366,994,367]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
