targets
"{""oprNum"":""fb8e6890-e776-474a-8d8b-e9c9f9d03809"",""arr"":[{""position"":[314,769,473,774,390,891,202,887,312,615,467,618,381,727,194,722]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""665f62c1-0510-4252-a460-bc06bc1d3039"",""arr"":[{""position"":[193,644,126,632,361,581,437,589,189,522,116,512,357,481,433,488]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""10f8630a-1733-4109-8f1e-0d34d31f42bc"",""arr"":[{""position"":[944,541,916,525,1132,495,1156,508,943,430,912,419,1132,407,1157,416]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""6055b1d5-7ef4-42fe-87ec-6e1dd8260ce6"",""arr"":[{""position"":[922,886,1124,892,1120,1059,880,1053,923,720,1127,727,1123,888,880,881]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""46e126e8-07d7-406f-a76b-c1861918bad7"",""arr"":[{""position"":[423,469,440,480,207,478,229,470,425,396,439,398,206,398,230,395]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""d77e715b-0113-4dc3-a585-b4c0625674f2"",""arr"":[{""position"":[513,940,688,947,623,1083,449,1071,510,784,686,793,617,945,440,931]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""e4dbea57-b090-4e21-a546-699293dd5fdb"",""arr"":[{""position"":[869,410,917,418,730,434,703,427,869,339,916,343,730,353,702,349]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""36d50647-27b5-45e4-aa18-a59f58eae2ba"",""arr"":[{""position"":[549,422,591,429,397,448,368,441,550,354,591,356,397,360,367,363]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""a81386ba-16e3-4000-9d51-b3dfefd5e2e7"",""arr"":[{""position"":[1038,371,1105,373,1044,386,974,384,1039,305,1106,305,1045,311,975,311]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""d69c69bc-6bea-418b-93ac-2591913344d9"",""arr"":[{""position"":[400,396,312,391,332,373,455,376,400,299,311,295,331,290,458,292]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""4fe4f913-e8c7-46ba-a093-0c6c5271cca6"",""arr"":[{""position"":[0,873,0,873,0,873,0,873,0,873,0,873,0,873,0,873]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""ea67944d-3860-4e71-a260-d9a94297ba53"",""arr"":[{""position"":[824,359,781,358,801,352,869,353,823,286,780,284,800,290,870,291]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""f873a7b4-f393-4aa8-a2b4-883fb2d08d0a"",""arr"":[{""position"":[1642,823,1772,814,1774,908,1758,920,1644,701,1773,694,1780,784,1760,790]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""253a3017-9bfd-4089-a53a-ecc566c83986"",""arr"":[{""position"":[1231,124,1210,124,1351,116,1339,112,1231,-46,1213,-40,1352,-38,1345,-41]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
