targets
"{""oprNum"":""02a20038-69bc-4edd-992e-d24fa1d4786b"",""arr"":[{""position"":[205,877,366,898,252,1034,44,1016,205,735,361,749,247,882,37,865]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""108f81a8-c240-45fb-ad34-89a00361cc0b"",""arr"":[{""position"":[372,560,264,558,345,517,432,518,370,455,261,453,343,428,431,430]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""2842d496-e213-4ca6-b323-3f44e4839ccb"",""arr"":[{""position"":[1359,539,1469,535,1514,589,1403,592,1359,445,1470,443,1515,484,1402,487]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""753d0d71-5879-42b9-b684-ed26f74c1d2c"",""arr"":[{""position"":[452,626,579,628,524,708,386,706,450,506,576,508,519,579,382,577]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""41624c37-8694-4a7b-a738-7ad4135d2173"",""arr"":[{""position"":[993,570,1106,570,1113,616,985,618,992,464,1105,462,1112,498,983,500]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""8c32e824-8056-4f11-ae78-0b5fc68666c0"",""arr"":[{""position"":[265,500,171,498,259,473,353,475,265,398,168,396,256,379,352,380]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""252cd776-8f53-4987-b874-498a02ad29d7"",""arr"":[{""position"":[931,732,1079,729,1083,821,910,821,930,594,1079,592,1082,662,909,662]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""84941f09-0a1c-4c6a-a043-5102a908b014"",""arr"":[{""position"":[702,628,839,627,828,693,678,693,700,496,838,496,826,549,677,548]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""a9586e10-5741-46f9-90a6-d6d217d04b03"",""arr"":[{""position"":[-22,711,-13,696,2,620,117,629,-26,593,-15,585,0,519,115,527]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""c26412e7-df0e-4f5e-9a2d-95d677884a2a"",""arr"":[{""position"":[1313,283,1293,282,1316,273,1391,273,1312,187,1292,186,1314,182,1391,181]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""6d6971d8-4b7e-443d-ae98-d087c6d96db4"",""arr"":[{""position"":[846,361,790,359,842,346,924,348,844,299,790,294,841,285,924,287]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""17d9a18e-313c-4e49-ba5d-9ef71c0e23ce"",""arr"":[{""position"":[447,383,434,380,498,375,548,377,438,322,434,321,497,319,549,319]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""1230aa1d-1fd4-4371-a651-4ed5388477b3"",""arr"":[{""position"":[589,429,514,429,560,410,623,411,587,363,513,362,558,355,622,355]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""d3972182-d692-441e-a28b-02c6838764ca"",""arr"":[{""position"":[665,348,622,345,678,336,736,339,664,277,620,275,676,275,735,277]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
