targets
"{""oprNum"":""9e4c122c-4c39-4343-881c-6e32383ded92"",""arr"":[{""position"":[315,795,536,811,417,1006,137,991,313,576,536,586,417,759,134,743]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""bd49445d-669e-4c43-9147-a287f84cd079"",""arr"":[{""position"":[677,751,866,757,853,916,623,907,682,597,869,604,857,736,623,727]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""adcfec2f-5cf1-4866-9d01-151776a4f2a7"",""arr"":[{""position"":[1029,767,1231,770,1285,920,1046,916,1033,593,1240,596,1294,717,1050,712]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""d1b4f0c4-3da8-42ad-bbda-523f8850bc9a"",""arr"":[{""position"":[1312,729,1516,728,1632,886,1398,888,1318,544,1523,545,1645,665,1407,668]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""cdb5441c-7c12-4c45-a55a-bca60ffb069e"",""arr"":[{""position"":[393,331,393,324,585,326,595,333,390,235,391,232,583,233,593,235]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""837524d8-acc4-4b84-8e78-7a0bdb6d7b2b"",""arr"":[{""position"":[898,357,895,351,1081,344,1099,356,898,282,896,283,1083,275,1101,281]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""f84ac811-3c8e-4d4f-9ebe-9843eb78a179"",""arr"":[{""position"":[1543,449,1581,466,1287,459,1309,447,1547,340,1582,345,1287,341,1310,336]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""c092737f-ad81-452b-ba3e-f5ad06574c0a"",""arr"":[{""position"":[1206,470,1264,505,1040,517,1049,483,1213,397,1269,425,1038,422,1048,396]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""ac3add47-c394-4348-9716-cc13c38a9036"",""arr"":[{""position"":[1474,956,1647,947,1661,1045,1623,1055,1477,822,1649,817,1668,935,1626,942]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""8285e292-d90c-40d0-82e8-6afab42d5dd4"",""arr"":[{""position"":[10,343,-2,326,206,332,218,349,9,248,-3,237,207,236,219,247]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""fe32e2cd-7614-40bd-a88f-b0fbfc0c0455"",""arr"":[{""position"":[1322,390,1326,368,1506,352,1559,368,1324,274,1328,256,1508,238,1563,252]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""fcc0d633-35e3-424b-b342-e931995ae7dc"",""arr"":[{""position"":[573,233,485,231,494,213,586,212,574,144,485,142,494,143,587,144]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""e2ca9162-4bf5-426a-95d5-a01beb2cb643"",""arr"":[{""position"":[419,257,375,252,439,245,481,249,418,191,374,188,437,183,480,187]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
