targets
"{""oprNum"":""16b1d4e9-9af7-4e15-b344-4ec6db98e11f"",""arr"":[{""position"":[392,688,567,700,491,821,281,805,397,530,569,539,493,641,282,627]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""06be4b5a-aaef-444c-89ea-c79275b6b16e"",""arr"":[{""position"":[1283,664,1444,665,1520,773,1339,774,1288,537,1453,537,1530,617,1346,618]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""5465d5f6-fa63-427a-9189-c6b57d3e2182"",""arr"":[{""position"":[578,389,676,387,755,422,672,426,580,305,678,303,758,331,674,332]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""e9d47a18-d333-4635-aab9-e0a68d212983"",""arr"":[{""position"":[223,345,313,338,421,377,340,384,224,254,315,250,422,278,342,282]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""131073fb-5bc8-4bfd-9be5-dde77dbeae8c"",""arr"":[{""position"":[789,549,926,557,925,641,754,630,796,431,934,437,935,493,760,482]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""7005d9ab-7e06-482b-862f-069cbccd8e6f"",""arr"":[{""position"":[1146,350,1113,362,977,329,1043,320,1148,276,1114,283,977,257,1041,250]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""50144065-ada7-4d9a-b0d5-3cc8a63c852b"",""arr"":[{""position"":[583,903,853,926,789,1141,470,1109,589,672,867,697,804,967,472,939]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""5900aa15-ff3d-4111-aedc-18f572fb9c9d"",""arr"":[{""position"":[1013,632,1183,632,1201,734,1006,730,1017,493,1187,495,1207,565,1010,562]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""f0e8cf4e-42b3-4e94-a0b8-047ab7bf8c53"",""arr"":[{""position"":[1713,436,1708,460,1518,439,1583,418,1718,357,1711,374,1518,351,1583,336]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""a02db78d-e190-4146-bd71-faaf3b9e738a"",""arr"":[{""position"":[549,475,639,478,651,543,509,537,553,367,643,369,658,389,512,384]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""4cbe41fe-99a1-4833-999f-ffebab8a886a"",""arr"":[{""position"":[190,309,261,302,408,324,351,330,190,222,268,219,408,235,350,238]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""4f037f65-6ec1-4752-b341-31aa16fb728a"",""arr"":[{""position"":[507,237,443,232,496,219,550,221,509,172,445,170,500,162,552,164]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""1a2b4cc4-9096-4f03-87d1-0448c5d89f05"",""arr"":[{""position"":[631,237,567,236,594,226,649,226,613,181,567,180,595,179,652,179]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""6901ecc0-81ee-4278-ae20-6d276917debc"",""arr"":[{""position"":[26,298,-1,292,94,302,15,305,24,204,0,201,95,201,16,204]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
