targets
"{""oprNum"":""a165aa21-6f90-40d0-a2cb-0937e3172b56"",""arr"":[{""position"":[1313,727,1507,727,1627,888,1397,889,1321,544,1517,545,1644,666,1408,663]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""c247f69d-217e-4479-b62e-f9d8c2cf65e4"",""arr"":[{""position"":[1027,769,1230,773,1284,924,1047,920,1032,595,1236,598,1294,715,1052,710]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""233e67ae-ccf5-4128-9c05-53ad48940306"",""arr"":[{""position"":[330,564,491,560,527,645,354,644,333,417,494,417,532,484,356,483]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""237876ae-3dee-47ad-a955-39e5258411d4"",""arr"":[{""position"":[79,411,170,406,284,440,192,447,80,307,172,303,285,325,192,329]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""8ebf886c-9ad3-43cb-acea-0bef189e046d"",""arr"":[{""position"":[1216,397,1195,418,976,389,1034,372,1220,304,1197,318,975,295,1033,285]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""1920443a-1478-4647-8efe-24f5d4e5852a"",""arr"":[{""position"":[1057,343,1029,356,898,338,957,326,1059,272,1029,281,897,261,956,253]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""1fd12227-ffa2-42e2-a2d7-f3cda83100a3"",""arr"":[{""position"":[1580,403,1559,414,1303,390,1350,372,1581,308,1563,310,1304,299,1354,293]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""b0b4d449-0844-42c5-8a65-fca03376332d"",""arr"":[{""position"":[765,336,701,344,628,322,692,313,767,262,701,269,627,252,691,246]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""2ae1c17c-8df4-4afa-a6a8-90ab7e5f88a5"",""arr"":[{""position"":[1687,344,1567,343,1572,323,1721,323,1690,205,1569,205,1573,189,1724,190]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""24268484-33f7-454b-b1c4-b51897c52e00"",""arr"":[{""position"":[1718,432,1680,454,1603,431,1623,408,1720,304,1682,322,1601,304,1623,286]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""95f26d57-ff46-499c-a08a-eb54c2f4c143"",""arr"":[{""position"":[1397,333,1338,329,1309,309,1438,314,1396,212,1337,206,1308,194,1441,198]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""967f16c0-56a8-440a-a770-ae2ddcd89eca"",""arr"":[{""position"":[548,168,560,169,575,185,540,183,547,110,560,112,574,122,539,121]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""f0bde0a9-6aee-4f61-a203-c632059b3b9e"",""arr"":[{""position"":[562,196,519,194,526,177,576,178,563,136,520,134,526,124,576,126]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""95dfc98b-43af-4686-822d-1b7d6f717d02"",""arr"":[{""position"":[547,264,468,262,502,247,563,248,548,187,469,186,503,178,564,179]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""db26a69d-f7b4-46a0-b98f-133927dfb703"",""arr"":[{""position"":[430,256,358,254,393,243,435,244,431,189,360,187,394,180,436,182]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
